strand	strat	chr	gene_name	gene_id	end	gene_type
+	102411243	2	SDR42E1P5	ENSG00000236785	102412108	processed_pseudogene
+	102418689	2	IL18RAP	ENSG00000115607	102452565	protein_coding
+	102432289	2	MIR4772	ENSG00000264764	102432366	miRNA
+	102433957	2	AC007278.2	ENSG00000236525	102435340	lncRNA
+	102438713	2	AC007278.1	ENSG00000234389	102440475	lncRNA
+	102473226	2	SLC9A4	ENSG00000180251	102533972	protein_coding
+	102619553	2	SLC9A2	ENSG00000115616	102711355	protein_coding
-	102714630	2	MFSD9	ENSG00000135953	102736888	protein_coding
+	102736905	2	TMEM182	ENSG00000170417	103019900	protein_coding
-	102873183	2	LINC01796	ENSG00000277527	102895780	lncRNA
-	102967408	2	LINC01935	ENSG00000224095	102984429	lncRNA
+	102987323	2	AC108051.1	ENSG00000227680	102988565	lncRNA
-	103109759	2	AC073987.1	ENSG00000229209	103176260	lncRNA
+	103275904	2	AC010881.1	ENSG00000227623	103276138	processed_pseudogene
+	103362082	2	AC011593.1	ENSG00000286290	103403712	lncRNA
+	103494241	2	CRLF3P1	ENSG00000236596	103495842	processed_pseudogene
+	103527620	2	AC018880.1	ENSG00000221849	103529261	processed_pseudogene
+	103623630	2	CAPZBP1	ENSG00000231723	103623830	processed_pseudogene
-	103855829	2	AC013727.1	ENSG00000232597	103869651	lncRNA
-	103856970	2	AC013727.2	ENSG00000236141	103880209	lncRNA
+	103874310	2	LINC01965	ENSG00000256637	104077778	lncRNA
-	103953098	2	AC013727.3	ENSG00000273515	103953284	misc_RNA
-	104125268	2	AC096554.1	ENSG00000228968	104147229	lncRNA
-	104395002	2	AHCYP3	ENSG00000233955	104396280	processed_pseudogene
+	104406471	2	AC068535.1	ENSG00000227157	104416720	lncRNA
-	104412146	2	LINC01831	ENSG00000225765	104414195	lncRNA
+	104423039	2	AC068535.2	ENSG00000287793	104429454	lncRNA
+	104430130	2	LINC01102	ENSG00000235597	104532747	lncRNA
-	104488458	2	LINC01103	ENSG00000234781	104510509	lncRNA
-	104580821	2	AC013402.2	ENSG00000231626	104581890	lncRNA
+	104583138	2	AC013402.3	ENSG00000236109	104621767	lncRNA
-	104656135	2	AC068057.3	ENSG00000288565	104722966	lncRNA
+	104659337	2	AC013402.1	ENSG00000230690	104666858	lncRNA
+	104678223	2	RPL23AP27	ENSG00000225669	104678673	processed_pseudogene
+	104702650	2	AC068057.1	ENSG00000228528	104705813	lncRNA
+	104706612	2	AC068057.2	ENSG00000279904	104707506	TEC
-	104746638	2	LINC01114	ENSG00000234177	104757719	lncRNA
+	104771282	2	HMGB3P11	ENSG00000213301	104771885	processed_pseudogene
-	104794848	2	PANTR1	ENSG00000233639	104853183	lncRNA
+	104853285	2	AC018730.1	ENSG00000269707	104927722	lncRNA
+	104853287	2	POU3F3	ENSG00000198914	104858574	protein_coding
-	104865407	2	LINC01159	ENSG00000229743	104872595	lncRNA
+	104928803	2	AC010884.1	ENSG00000287135	104936467	lncRNA
-	104936241	2	MRPS9-AS2	ENSG00000224509	105038496	lncRNA
+	105038069	2	MRPS9	ENSG00000135972	105099960	protein_coding
-	105092368	2	MRPS9-AS1	ENSG00000231851	105103036	lncRNA
+	105144113	2	LINC01918	ENSG00000226508	105145424	lncRNA
+	105241743	2	GPR45	ENSG00000135973	105243467	protein_coding
-	105249404	2	AC012360.2	ENSG00000272861	105249794	lncRNA
-	105264391	2	TGFBRAP1	ENSG00000135966	105329735	protein_coding
+	105324210	2	AC012360.1	ENSG00000235319	105330529	lncRNA
-	105334027	2	C2orf49-DT	ENSG00000272994	105337475	lncRNA
+	105337532	2	C2orf49	ENSG00000135974	105349211	protein_coding
-	105357712	2	FHL2	ENSG00000115641	105438513	protein_coding
+	105363038	2	AC108058.1	ENSG00000238273	105378839	lncRNA
-	105600703	2	AC018802.1	ENSG00000287036	105610487	lncRNA
+	105601146	2	AC018802.2	ENSG00000287308	105636637	lncRNA
+	105744912	2	NCK2	ENSG00000071051	105894274	protein_coding
-	105846534	2	AC010978.1	ENSG00000235522	105857177	lncRNA
-	105874509	2	AC009505.1	ENSG00000234162	105962386	lncRNA
+	106063246	2	ECRG4	ENSG00000119147	106078155	protein_coding
-	106093308	2	UXS1	ENSG00000115652	106194301	protein_coding
+	106179542	2	AC018878.1	ENSG00000233339	106183797	lncRNA
+	106207394	2	AC092106.1	ENSG00000273595	106208115	processed_pseudogene
+	106247369	2	RPL22P10	ENSG00000213295	106247741	processed_pseudogene
-	106253231	2	SRSF3P4	ENSG00000224061	106253717	processed_pseudogene
-	106288803	2	RPS21P2	ENSG00000230353	106289053	processed_pseudogene
+	106304755	2	RPL27AP4	ENSG00000233939	106305197	processed_pseudogene
+	106344566	2	ILRUNP1	ENSG00000227513	106345433	processed_pseudogene
-	106368209	2	AC114755.1	ENSG00000229682	106368876	processed_pseudogene
+	106369724	2	ANAPC1P6	ENSG00000235486	106378247	unprocessed_pseudogene
+	106382171	2	PLGLA	ENSG00000240935	106393031	transcribed_unprocessed_pseudogene
-	106391290	2	RGPD3	ENSG00000153165	106468413	protein_coding
-	106470799	2	AC097527.1	ENSG00000237666	106477669	unprocessed_pseudogene
+	106487364	2	CD8B2	ENSG00000254126	106544297	protein_coding
+	106521563	2	AC108868.2	ENSG00000232001	106544297	lncRNA
-	106521903	2	AC108868.1	ENSG00000231505	106538079	lncRNA
-	106697331	2	EEF1A1P12	ENSG00000214199	106698676	processed_pseudogene
-	106801600	2	ST6GAL2	ENSG00000144057	106887108	protein_coding
-	106822923	2	ST6GAL2-IT1	ENSG00000238250	106825031	lncRNA
+	106834464	2	AC016994.1	ENSG00000227294	106841207	lncRNA
-	106933739	2	AC005040.2	ENSG00000286218	106996534	lncRNA
-	106940880	2	PPP1R2P5	ENSG00000229360	106941482	processed_pseudogene
+	106963193	2	AC005040.1	ENSG00000226905	106963674	processed_pseudogene
-	107254691	2	LINC01789	ENSG00000229457	107365873	lncRNA
+	107362282	2	AC096669.1	ENSG00000225588	107407329	lncRNA
-	107382715	2	LINC01885	ENSG00000237880	107748270	lncRNA
+	107529292	2	LINC01886	ENSG00000224568	107556499	lncRNA
-	107698737	2	AC064869.1	ENSG00000286769	107746941	lncRNA
+	107754112	2	GACAT1	ENSG00000232991	107822129	lncRNA
-	107823063	2	RGPD4-AS1	ENSG00000230651	107826891	lncRNA
+	107826892	2	RGPD4	ENSG00000196862	107892544	protein_coding
-	107902997	2	AC009963.2	ENSG00000233494	107903134	processed_pseudogene
+	107903964	2	AC009963.1	ENSG00000227270	107904241	unprocessed_pseudogene
+	107914948	2	RPL22P8	ENSG00000237745	107915286	processed_pseudogene
-	107920763	2	SRSF3P5	ENSG00000235325	107921248	processed_pseudogene
+	107986523	2	SLC5A7	ENSG00000115665	108013994	protein_coding
-	108049200	2	LINC01593	ENSG00000231221	108052755	lncRNA
+	108099110	2	ACTP1	ENSG00000229890	108099492	processed_pseudogene
-	108167125	2	LINC01594	ENSG00000225328	108217886	lncRNA
-	108226015	2	SETD6P1	ENSG00000236877	108226331	processed_pseudogene
+	108239971	2	SULT1C3	ENSG00000196228	108265351	protein_coding
+	108276812	2	WASF1P1	ENSG00000227597	108277942	processed_pseudogene
+	108288639	2	SULT1C2	ENSG00000198203	108309915	protein_coding
+	108317725	2	SULT1C2P2	ENSG00000261209	108318611	unprocessed_pseudogene
+	108322238	2	SULT1C2P1	ENSG00000237223	108353799	transcribed_unprocessed_pseudogene
+	108367116	2	GMCL1P2	ENSG00000271070	108367938	processed_pseudogene
+	108377911	2	SULT1C4	ENSG00000198075	108388989	protein_coding
+	108423612	2	SMIM12P1	ENSG00000271284	108423885	processed_pseudogene
+	108449191	2	GCC2	ENSG00000135968	108509415	protein_coding
-	108507515	2	GCC2-AS1	ENSG00000214184	108534196	lncRNA
+	108534355	2	LIMS1	ENSG00000169756	108687246	protein_coding
-	108676795	2	LIMS1-AS1	ENSG00000228763	108678601	lncRNA
-	108694750	2	AC010095.1	ENSG00000233648	108694893	processed_pseudogene
-	108712262	2	RPL10P5	ENSG00000235644	108712900	processed_pseudogene
+	108719482	2	RANBP2	ENSG00000153201	108785809	protein_coding
+	108786757	2	CCDC138	ENSG00000163006	108885477	protein_coding
+	108878308	2	RPL39P16	ENSG00000227470	108878460	processed_pseudogene
-	108894471	2	EDAR	ENSG00000135960	108989372	protein_coding
-	109127327	2	SH3RF3-AS1	ENSG00000259863	109128930	lncRNA
+	109129205	2	SH3RF3	ENSG00000172985	109504634	protein_coding
-	109141490	2	MIR4265	ENSG00000264934	109141588	miRNA
+	109251422	2	SNRPGP9	ENSG00000228551	109251646	processed_pseudogene
-	109313571	2	MIR4266	ENSG00000265965	109313625	miRNA
-	109542799	2	SEPTIN10	ENSG00000186522	109614143	protein_coding
+	109552536	2	RPL37P12	ENSG00000237916	109552846	processed_pseudogene
-	109594693	2	AC011753.2	ENSG00000230696	109605698	lncRNA
+	109614364	2	SOWAHC	ENSG00000198142	109618990	protein_coding
+	109665209	2	AC011753.1	ENSG00000230603	109665742	processed_pseudogene
+	109667128	2	BMS1P19	ENSG00000231099	109668002	processed_pseudogene
+	109732731	2	SRSF3P6	ENSG00000233307	109733136	processed_pseudogene
-	109737139	2	RPL22P11	ENSG00000233707	109737523	processed_pseudogene
-	109758799	2	AC074387.1	ENSG00000282033	109760364	lncRNA
+	109792758	2	RGPD5	ENSG00000015568	109857705	protein_coding
+	109898428	2	LIMS3	ENSG00000256977	109924868	protein_coding
+	109898432	2	AC013271.1	ENSG00000284337	109968557	protein_coding
+	109933161	2	AC013268.1	ENSG00000186148	109974085	transcribed_unprocessed_pseudogene
+	109937438	2	AC013268.5	ENSG00000283684	109985124	lncRNA
+	109984058	2	GPAA1P1	ENSG00000240069	109984988	transcribed_processed_pseudogene
-	109986939	2	ZBTB45P1	ENSG00000225108	109988394	processed_pseudogene
+	109987063	2	LINC01123	ENSG00000204588	109996140	lncRNA
+	110007675	2	AC013268.3	ENSG00000235721	110010783	processed_pseudogene
-	110012265	2	AC013268.2	ENSG00000229730	110012601	processed_pseudogene
-	110022447	2	AC013268.4	ENSG00000283283	110050064	unprocessed_pseudogene
-	110069961	2	MIR4267	ENSG00000265682	110070042	miRNA
-	110083870	2	MALL	ENSG00000144063	110116022	protein_coding
-	110086433	2	MIR4436B1	ENSG00000264979	110086523	miRNA
-	110122311	2	NPHP1	ENSG00000144061	110205066	protein_coding
+	110184054	2	ACTR1AP1	ENSG00000233370	110185179	processed_pseudogene
-	110211529	2	MTLN	ENSG00000175701	110245420	protein_coding
+	110231106	2	AC140479.3	ENSG00000261760	110272050	transcribed_unprocessed_pseudogene
+	110245591	2	AC140479.4	ENSG00000282304	110285856	lncRNA
+	110279606	2	MALLP1	ENSG00000282785	110285681	transcribed_unprocessed_pseudogene
+	110284853	2	MIR4436B2	ENSG00000263881	110284943	miRNA
+	110321402	2	AC140479.5	ENSG00000283167	110348941	unprocessed_pseudogene
+	110358790	2	AC140479.1	ENSG00000226991	110359126	processed_pseudogene
-	110360608	2	AC140479.2	ENSG00000230650	110363737	processed_pseudogene
-	110375138	2	LINC01106	ENSG00000175772	110384442	lncRNA
+	110383112	2	ZBTB45P2	ENSG00000226065	110384642	processed_pseudogene
-	110386377	2	GPAA1P2	ENSG00000230596	110388163	transcribed_processed_pseudogene
-	110386411	2	AC112229.4	ENSG00000273471	110433673	lncRNA
-	110397406	2	AC112229.1	ENSG00000184115	110435166	transcribed_unprocessed_pseudogene
-	110402934	2	AC112229.3	ENSG00000257207	110473075	protein_coding
-	110446640	2	LIMS4	ENSG00000256671	110473075	protein_coding
+	110449242	2	AC112229.2	ENSG00000227574	110451064	lncRNA
+	110500100	2	AC108938.1	ENSG00000231583	110500235	unprocessed_pseudogene
-	110513802	2	RGPD6	ENSG00000183054	110577222	protein_coding
+	110610916	2	AC226101.1	ENSG00000231536	110612404	lncRNA
+	110633947	2	RPL22P12	ENSG00000216867	110634333	processed_pseudogene
-	110637528	2	BUB1	ENSG00000169679	110678063	protein_coding
-	110709575	2	AC114776.1	ENSG00000235881	110716595	lncRNA
+	110732539	2	ACOXL	ENSG00000153093	111120610	protein_coding
+	110967834	2	RPL5P9	ENSG00000236330	110968719	processed_pseudogene
-	111006015	2	MIR4435-2HG	ENSG00000172965	111523376	lncRNA
-	111098345	2	ACOXL-AS1	ENSG00000204581	111116407	lncRNA
+	111119378	2	BCL2L11	ENSG00000153094	111168445	protein_coding
+	111195963	2	AC108463.2	ENSG00000230499	111206494	lncRNA
-	111203964	2	AC108463.1	ENSG00000227992	111206215	processed_pseudogene
-	111210995	2	AC108463.3	ENSG00000271590	111212476	lncRNA
+	111265283	2	AC068491.1	ENSG00000229118	111279880	lncRNA
-	111266868	2	AC068491.2	ENSG00000270190	111267473	lncRNA
-	111295629	2	RPS14P4	ENSG00000226928	111296046	processed_pseudogene
-	111321013	2	MIR4435-2	ENSG00000266139	111321086	miRNA
+	111383752	2	PAFAH1B1P2	ENSG00000223973	111384992	transcribed_processed_pseudogene
-	111429324	2	AC017002.3	ENSG00000285016	111699033	lncRNA
+	111468810	2	AC017002.2	ENSG00000280878	111637967	lncRNA
+	111491272	2	SOCAR	ENSG00000240350	111570974	lncRNA
-	111558413	2	DBF4P2	ENSG00000271635	111559937	processed_pseudogene
+	111607841	2	AC017002.1	ENSG00000225744	111612518	lncRNA
-	111611639	2	ANAPC1	ENSG00000153107	111884690	protein_coding
+	111675026	2	RPL34P8	ENSG00000237583	111675343	processed_pseudogene
+	111717508	2	AC093166.1	ENSG00000227842	111717837	processed_pseudogene
+	111742586	2	CENPNP2	ENSG00000228615	111744662	processed_pseudogene
-	111771061	2	MIR4771-2	ENSG00000266063	111771134	miRNA
+	111865798	2	AC093166.2	ENSG00000230958	111866405	processed_pseudogene
+	111887914	2	EEF1E1P1	ENSG00000236307	111888741	processed_pseudogene
+	111898607	2	MERTK	ENSG00000153208	112029561	protein_coding
+	111930175	2	RN7SL297P	ENSG00000240183	111930467	misc_RNA
-	111940302	2	RTRAFP1	ENSG00000225496	111941036	processed_pseudogene
-	111952144	2	SLC30A6P1	ENSG00000232277	111952671	processed_pseudogene
-	112039378	2	AC093675.1	ENSG00000286904	112055337	lncRNA
+	112055269	2	TMEM87B	ENSG00000153214	112119318	protein_coding
-	112061084	2	AC093675.2	ENSG00000287141	112063709	lncRNA
+	112138385	2	FBLN7	ENSG00000144152	112188218	protein_coding
+	112188364	2	AC092645.1	ENSG00000278962	112190635	TEC
-	112211529	2	ZC3H8	ENSG00000144161	112255136	protein_coding
+	112239621	2	AC092645.2	ENSG00000286545	112244375	lncRNA
+	112275597	2	ZC3H6	ENSG00000188177	112340063	protein_coding
-	112286057	2	NDUFB4P6	ENSG00000235258	112286422	processed_pseudogene
+	112346011	2	AC115115.1	ENSG00000236555	112346258	processed_pseudogene
-	112368369	2	RGPD8	ENSG00000169629	112434488	protein_coding
-	112439312	2	VINAC1P	ENSG00000283698	112469687	transcribed_unitary_pseudogene
+	112482156	2	TTL	ENSG00000114999	112541739	protein_coding
+	112541915	2	POLR1B	ENSG00000125630	112579818	protein_coding
+	112584240	2	CHCHD5	ENSG00000125611	112589275	protein_coding
+	112589040	2	AC012442.2	ENSG00000243389	112614431	lncRNA
+	112590796	2	AC012442.1	ENSG00000228251	112591939	lncRNA
-	112621809	2	AC079922.1	ENSG00000231747	112622167	processed_pseudogene
-	112641832	2	AC079922.2	ENSG00000237753	112645720	lncRNA
+	112645939	2	SLC20A1	ENSG00000144136	112663825	protein_coding
+	112721486	2	NT5DC4	ENSG00000144130	112742879	protein_coding
-	112736349	2	CKAP2L	ENSG00000169607	112764664	protein_coding
-	112773925	2	IL1A	ENSG00000115008	112784493	protein_coding
-	112817076	2	AC079753.2	ENSG00000287937	112824457	lncRNA
-	112829751	2	IL1B	ENSG00000125538	112836816	protein_coding
+	112840328	2	AC079753.1	ENSG00000280228	112844195	TEC
+	112853328	2	XIAPP3	ENSG00000180152	112854122	processed_pseudogene
+	112912971	2	IL37	ENSG00000125571	112918882	protein_coding
+	112932625	2	CDK8P2	ENSG00000227368	112933171	processed_pseudogene
+	112973203	2	IL36G	ENSG00000136688	112985658	protein_coding
-	112981166	2	HMGN2P23	ENSG00000236124	112981434	processed_pseudogene
+	112995517	2	POLR2DP1	ENSG00000232090	112995937	processed_pseudogene
+	113005459	2	IL36A	ENSG00000136694	113008044	protein_coding
-	113022089	2	IL36B	ENSG00000136696	113052867	protein_coding
+	113058638	2	IL36RN	ENSG00000136695	113065382	protein_coding
+	113067970	2	IL1F10	ENSG00000136697	113075843	protein_coding
+	113086805	2	RNU6-1180P	ENSG00000201805	113086911	snRNA
+	113107214	2	IL1RN	ENSG00000136689	113134016	protein_coding
+	113157325	2	PSD4	ENSG00000125637	113209396	protein_coding
-	113171535	2	AC016683.1	ENSG00000234174	113175360	lncRNA
+	113211421	2	PAX8-AS1	ENSG00000189223	113276581	lncRNA
-	113215997	2	PAX8	ENSG00000125618	113278921	protein_coding
+	113325372	2	AC016745.1	ENSG00000234997	113425548	lncRNA
+	113406396	2	IGKV1OR2-108	ENSG00000231292	113406872	IG_V_gene
+	113432600	2	AC016745.2	ENSG00000272563	113436042	lncRNA
+	113437691	2	CBWD2	ENSG00000136682	113496204	protein_coding
+	113498665	2	FOXD4L1	ENSG00000184492	113501155	protein_coding
+	113512222	2	LINC01961	ENSG00000234148	113515488	lncRNA
-	113526836	2	PGM5P4-AS1	ENSG00000231943	113542694	lncRNA
+	113541937	2	PGM5P4	ENSG00000225398	113563298	unprocessed_pseudogene
+	113577382	2	FAM138B	ENSG00000226516	113578852	lncRNA
-	113582354	2	AL078621.2	ENSG00000287165	113583152	lncRNA
-	113582959	2	MIR1302-3	ENSG00000221055	113583096	miRNA
+	113588550	2	WASH2P	ENSG00000146556	113599043	transcribed_unprocessed_pseudogene
-	113599036	2	DDX11L2	ENSG00000236397	113601261	unprocessed_pseudogene
-	113605867	2	AL078621.1	ENSG00000279267	113607908	TEC
-	113610502	2	RPL23AP7	ENSG00000240356	113627090	transcribed_processed_pseudogene
+	113627229	2	RABL2A	ENSG00000144134	113643396	protein_coding
+	113657908	2	SNRPA1P1	ENSG00000144158	113658675	processed_pseudogene
-	113667478	2	ACRP1	ENSG00000175509	113668621	processed_pseudogene
+	113669166	2	AC017074.2	ENSG00000233479	113673191	lncRNA
-	113677702	2	AC017074.1	ENSG00000227359	113704078	lncRNA
+	113681111	2	RNU6-744P	ENSG00000202427	113681217	snRNA
-	113705011	2	SLC35F5	ENSG00000115084	113756693	protein_coding
-	113721290	2	MIR4782	ENSG00000265429	113721368	miRNA
-	113829390	2	AC104653.2	ENSG00000244063	113831119	lncRNA
-	113831049	2	AC104653.1	ENSG00000228857	113843356	lncRNA
-	113888203	2	AC110769.2	ENSG00000270019	113889750	lncRNA
+	113890063	2	ACTR3	ENSG00000115091	113962596	protein_coding
+	113904086	2	AC110769.3	ENSG00000279957	113905258	TEC
+	113970719	2	LINC01191	ENSG00000234199	114007304	lncRNA
+	113979909	2	AC110769.1	ENSG00000243179	113983258	lncRNA
-	114114679	2	AC010982.2	ENSG00000286513	114117390	lncRNA
-	114122274	2	AC010982.1	ENSG00000235242	114123293	lncRNA
-	114260050	2	SEPHS1P7	ENSG00000231926	114261226	processed_pseudogene
+	114420125	2	RNU2-41P	ENSG00000222923	114420302	snRNA
+	114442299	2	DPP10	ENSG00000175497	115845780	protein_coding
-	114828432	2	DPP10-AS3	ENSG00000231538	114833548	lncRNA
-	114833830	2	DPP10-AS2	ENSG00000235717	114835588	lncRNA
-	115079354	2	AC093610.1	ENSG00000286776	115099092	lncRNA
-	115126622	2	DPP10-AS1	ENSG00000235026	115161384	lncRNA
+	115468056	2	RPSAP23	ENSG00000230391	115468938	processed_pseudogene
-	115835129	2	AC016721.1	ENSG00000287451	115940291	lncRNA
-	116687218	2	AC104408.1	ENSG00000271667	116687387	processed_pseudogene
-	116726453	2	AC062016.1	ENSG00000224869	116726771	processed_pseudogene
+	116751158	2	MTCYBP39	ENSG00000226341	116751648	processed_pseudogene
+	116818086	2	AC062016.2	ENSG00000235871	116818761	processed_pseudogene
+	117023918	2	MTND1P28	ENSG00000230158	117024867	unprocessed_pseudogene
+	117025077	2	MTND2P21	ENSG00000230950	117026118	unprocessed_pseudogene
+	117026537	2	MTCO1P43	ENSG00000228898	117027024	unprocessed_pseudogene
-	117139715	2	RNU7-190P	ENSG00000239185	117139775	snRNA
-	117180892	2	AC092170.1	ENSG00000227291	117181562	processed_pseudogene
+	117536387	2	AC064856.1	ENSG00000286370	117539464	lncRNA
-	117754139	2	AC009312.1	ENSG00000238207	117804174	lncRNA
+	117814691	2	DDX18	ENSG00000088205	117832377	protein_coding
+	117833937	2	AC009404.1	ENSG00000236255	117841658	lncRNA
+	117859427	2	HTR5BP	ENSG00000125631	117934942	transcribed_unprocessed_pseudogene
-	117915478	2	CCDC93	ENSG00000125633	118014133	protein_coding
-	117934025	2	AC009303.1	ENSG00000224967	117934789	processed_pseudogene
+	117995397	2	AC009303.2	ENSG00000235066	118055033	lncRNA
+	117998745	2	AC009303.3	ENSG00000272895	117999480	lncRNA
+	118014174	2	AC009303.4	ENSG00000279227	118015673	TEC
+	118016385	2	RN7SL111P	ENSG00000243510	118016669	misc_RNA
+	118088452	2	INSIG2	ENSG00000125629	118110997	protein_coding
-	118132128	2	THORLNC	ENSG00000226856	118222250	lncRNA
-	118766965	2	LINC01956	ENSG00000258910	118835110	lncRNA
-	118842171	2	EN1	ENSG00000163064	118847648	protein_coding
+	118942194	2	MARCO	ENSG00000019169	118994660	protein_coding
-	118949306	2	AC013457.1	ENSG00000259094	118952983	lncRNA
-	119156243	2	C1QL2	ENSG00000144119	119158751	protein_coding
+	119169822	2	RN7SL468P	ENSG00000264833	119170115	misc_RNA
+	119223831	2	STEAP3	ENSG00000115107	119265652	protein_coding
-	119244422	2	STEAP3-AS1	ENSG00000229867	119270714	lncRNA
-	119302225	2	C2orf76	ENSG00000186132	119366834	protein_coding
+	119366921	2	DBI	ENSG00000155368	119372560	protein_coding
+	119429901	2	TMEM37	ENSG00000171227	119438504	protein_coding
-	119439843	2	SCTR	ENSG00000080293	119525301	protein_coding
+	119476428	2	SCTR-AS1	ENSG00000231013	119487346	lncRNA
+	119544432	2	CFAP221	ENSG00000163075	119662251	protein_coding
+	119679167	2	TMEM177	ENSG00000144120	119686507	protein_coding
+	119698623	2	RPL17P15	ENSG00000229326	119700151	processed_pseudogene
+	119759922	2	PTPN4	ENSG00000088179	119984899	protein_coding
-	119993199	2	RPL27P7	ENSG00000233741	119993611	processed_pseudogene
+	120013077	2	EPB41L5	ENSG00000115109	120179119	protein_coding
-	120174885	2	AC012363.1	ENSG00000224789	120216544	lncRNA
+	120211054	2	MTATP6P26	ENSG00000236878	120211715	processed_pseudogene
+	120211727	2	MTCO3P43	ENSG00000227788	120212862	processed_pseudogene
+	120212935	2	MTND3P10	ENSG00000233286	120213275	processed_pseudogene
+	120213344	2	MTND4LP14	ENSG00000243104	120213631	processed_pseudogene
+	120213631	2	MTND4P26	ENSG00000234065	120214989	processed_pseudogene
+	120215181	2	MTND5P28	ENSG00000223549	120217279	processed_pseudogene
-	120217479	2	TMEM185B	ENSG00000226479	120223400	protein_coding
+	120240064	2	RALB	ENSG00000144118	120294710	protein_coding
+	120319007	2	AC012363.2	ENSG00000235840	120326298	lncRNA
+	120346136	2	INHBB	ENSG00000163083	120351803	protein_coding
-	120464335	2	LINC01101	ENSG00000280409	120466218	TEC
-	120542905	2	AC073257.2	ENSG00000237614	120545249	lncRNA
-	120552481	2	AC073257.1	ENSG00000232140	120558119	lncRNA
